Game,PlayID,Qtr,Time,Off,Situation,Description,DrivePlays,DriveYards,DriveTime,AwayScoreAfterDrive,HomeScoreAfterDrive,HomeTeam,AwayTeam,Week,GameID,Down,Distance,Yardline_100,GoalToGo,PlayType
1,650,4,09:13,SEA,3rd & 5 DC 24,(Shotgun) B.Silvers pass incomplete deep right to K.Reynolds (E.Campbell).,,,,,,DC,SEA,1,2020020800,3,5,24,0,pass
1,655,4,08:24,SEA,4th & 5 DC 19,(Field Goal),,,,,,DC,SEA,1,2020020800,4,5,19,0,field goal
1,660,4,08:24,SEA,1st & 10 DC 19,(Shotgun) B.Silvers pass incomplete deep left to A.Moore (D.Lawrence).,,,,,,DC,SEA,1,2020020800,1,10,19,0,pass
1,665,4,07:53,SEA,1st & 10 DC 14,(Shotgun) B.Silvers pass incomplete short right to D.Byrd (D.Lawrence).,,,,,,DC,SEA,1,2020020800,1,10,14,0,pass
1,670,4,07:31,SEA,2nd & 10 DC 14,(Shotgun) J.Gardner rush right end to DC 4 for 10 yards (T.Kinnel; T.Sprinkle),,,,,,DC,SEA,1,2020020800,2,10,14,0,run
1,675,4,06:51,SEA,2nd & 10 DC 14,(Shotgun) J.Gardner rush right end to DC 5 for 9 yards (T.Kinnel; T.Sprinkle),,,,,,DC,SEA,1,2020020800,2,10,14,0,run
1,680,4,06:37,SEA,3rd & 1 DC 05,B.Silvers pass incomplete short right to E.Rodriguez.,,,,,,DC,SEA,1,2020020800,3,1,5,0,pass
1,685,4,06:16,SEA,4th & 1 DC 05,"(Shotgun) K.Farrow rush right end to DC 5 for 0 yards (J.Celestin, J.Thurman)",,,,,,DC,SEA,1,2020020800,4,1,5,0,run
1,690,4,06:08,SEA,4th & 1 DC 05,"(Shotgun) K.Farrow rush right end to DC 3 for 2 yards (J.Celestin, J.Thurman)",,,,,,DC,SEA,1,2020020800,4,1,5,0,run
1,695,4,05:56,SEA,1st & 3 DC 03,J.Gardner rush up the middle to DC 3 for 0 yards (J.Bromley),,,,,,DC,SEA,1,2020020800,1,3,3,1,run
1,700,4,05:20,SEA,2nd & 3 DC 03,"(Shotgun) B.Silvers FUMBLES (Aborted) at DC 7, recovered by E.Qualls at DC 8. () LOST. Recovered by E.Qualls at DC 8.",,,,,,DC,SEA,1,2020020800,2,3,3,1,aborted snap
1,705,4,05:06,DC,1st & 10 DC 08,(Shotgun) C.Jones pass short right to S.Cobbs out of bounds at DC 22 for 14 yards (S.Johnson),,,,,,DC,SEA,1,2020020800,1,10,92,0,pass
1,710,4,04:29,DC,1st & 10 DC 22,(Shotgun) J.Pressley rush right guard to DC 24 for 2 yards (W.Sutton; A.Moten),,,,,,DC,SEA,1,2020020800,1,10,78,0,run
1,715,4,03:42,DC,2nd & 8 DC 24,C.Jones pass incomplete short right to D.Hayward.,,,,,,DC,SEA,1,2020020800,2,8,76,0,pass
1,720,4,03:16,DC,3rd & 8 DC 24,(Shotgun) C.Jones pass short left to E.Rogers to DC 23 for -1 yards (J.Clark),,,,,,DC,SEA,1,2020020800,3,8,76,0,pass
1,725,4,02:33,DC,4th & 9 DC 23,"(Punt) H.Niswander punts, 50 yds to SEA 27. M.Myers to SEA 41 for 50 yards (B.Khoury)",,,,,,DC,SEA,1,2020020800,4,9,77,0,punt
1,730,4,02:22,SEA,1st & 10 SEA 41,(Shotgun) B.Silvers pass short right to A.Proehl to SEA 44 for 3 yards (E.Campbell),,,,,,DC,SEA,1,2020020800,1,10,59,0,pass
1,735,4,02:00,SEA,2nd & 7 SEA 44,(Shotgun) B.Silvers pass short middle to A.Moore to SEA 49 for 5 yards (J.Thurman),,,,,,DC,SEA,1,2020020800,2,7,56,0,pass
1,740,4,01:43,SEA,3rd & 2 SEA 49,(Shotgun) B.Silvers pass incomplete short middle to A.Proehl.,,,,,,DC,SEA,1,2020020800,3,2,51,0,pass
1,745,4,01:39,SEA,4th & 2 SEA 49,(Shotgun) B.Silvers pass short right to A.Proehl to DC 45 for 6 yards (J.Celestin),,,,,,DC,SEA,1,2020020800,4,2,51,0,pass
1,750,4,01:31,SEA,1st & 10 DC 45,(Shotgun) B.Silvers sacked at DC 49 for -4 yards (J.Massaquoi),,,,,,DC,SEA,1,2020020800,1,10,45,0,pass
1,755,4,01:26,SEA,2nd & 14 DC 49,(Shotgun) B.Silvers pass incomplete short right to K.Reynolds (E.Campbell).,,,,,,DC,SEA,1,2020020800,2,14,49,0,pass
1,760,4,01:21,SEA,3rd & 14 DC 49,(Shotgun) B.Silvers pass incomplete short middle to K.Reynolds.,,,,,,DC,SEA,1,2020020800,3,14,49,0,pass
1,765,4,01:16,SEA,4th & 14 DC 49,(Shotgun) B.Daniels pass incomplete short left to C.Jeter.,,,,,,DC,SEA,1,2020020800,4,14,49,0,pass
1,770,4,01:09,DC,1st & 10 DC 49,C.Jones kneels at DC 47 for -2 yards.,,,,,,DC,SEA,1,2020020800,1,10,51,0,run
1,775,4,00:47,DC,2nd & 12 DC 47,C.Jones kneels at DC 45 for -2 yards.,,,,,,DC,SEA,1,2020020800,2,12,53,0,run
1,780,4,00:16,DC,3rd & 14 DC 45,C.Jones kneels at DC 44 for -1 yards.,,,,,,DC,SEA,1,2020020800,3,14,55,0,run
2,5,1,15:00,HOU,,"N.Novak kickoff from LA 30, 64 yds to HOU 6. J.Butler to HOU 39 for 64 yards (M.Stevens)",,,,,,HOU,LA,1,2020020801,NA,NA,NA,NA,kickoff
2,10,1,14:50,HOU,1st & 10 HOU 39,(Shotgun) A.Williams rush up the middle to HOU 42 for 3 yards (A.Johnson; L.Brady),,,,,,HOU,LA,1,2020020801,1,10,61,0,run
2,15,1,14:19,HOU,2nd & 7 HOU 42,(Shotgun) P.Walker pass short right to K.Lewis to midfield for 8 yards (W.Smith),,,,,,HOU,LA,1,2020020801,2,7,58,0,pass
2,20,1,13:44,HOU,1st & 10 50,"(Shotgun) P.Walker pass deep right to C.Phillips for 50 yards, TOUCHDOWN.",3,61,01:23,0,6,HOU,LA,1,2020020801,1,10,50,0,pass
2,25,1,13:37,HOU,,1pt attempt unsuccessful.,,,,,,HOU,LA,1,2020020801,NA,NA,NA,NA,extra point
2,30,1,13:37,LA,,"S.Castillo kickoff from HOU 30, 65 yds to LA 5. L.Whitfield to LA 29 for 65 yards (T.Schwab)",,,,,,HOU,LA,1,2020020801,NA,NA,NA,NA,kickoff
2,35,1,13:32,LA,1st & 10 LA 29,(Shotgun) C.Kanoff pass incomplete short right to A.Jennings (D.Gates).,,,,,,HOU,LA,1,2020020801,1,10,71,0,pass
2,40,1,13:10,LA,2nd & 10 LA 29,(Shotgun) C.Kanoff pass short middle to N.Spruce to LA 38 for 9 yards (K.Burnett),,,,,,HOU,LA,1,2020020801,2,10,71,0,pass
2,45,1,12:33,LA,3rd & 1 LA 38,E.Hood rush right guard to LA 39 for 1 yards (B.Brown),,,,,,HOU,LA,1,2020020801,3,1,62,0,run
2,50,1,12:01,LA,1st & 10 LA 39,(Shotgun) C.Kanoff pass short middle to L.Rose to LA 46 for 7 yards (K.Burnett),,,,,,HOU,LA,1,2020020801,1,10,61,0,pass
2,55,1,11:26,LA,2nd & 3 LA 46,"E.Hood rush left guard to LA 44 for -2 yards (C.Crawford, C.Lyons)",,,,,,HOU,LA,1,2020020801,2,3,54,0,run
2,60,1,10:49,LA,3rd & 5 LA 44,(Shotgun) C.Kanoff scrambles up the middle to LA 47 for 3 yards (C.Lyons),,,,,,HOU,LA,1,2020020801,3,5,56,0,pass
2,65,1,10:17,LA,,"PENALTY on HOU. Neutral zone infraction, 5 yards, enforced to HOU 48.",,,,,,HOU,LA,1,2020020801,NA,NA,NA,NA,no play
2,70,1,10:17,LA,1st & 10 HOU 48,L.Whitfield rush left end to HOU 29 for 19 yards (C.Brown),,,,,,HOU,LA,1,2020020801,1,10,48,0,run
2,75,1,09:33,LA,1st & 10 HOU 29,E.Hood rush left guard to HOU 27 for 2 yards (C.Lyons),,,,,,HOU,LA,1,2020020801,1,10,29,0,run
2,80,1,09:00,LA,2nd & 8 HOU 27,(Shotgun) E.Hood rush right tackle to HOU 24 for 3 yards (K.Burnett),,,,,,HOU,LA,1,2020020801,2,8,27,0,run
2,85,1,08:27,LA,3rd & 5 HOU 24,(Shotgun) C.Kanoff pass short middle to N.Spruce to HOU 5 for 19 yards (C.Brown),,,,,,HOU,LA,1,2020020801,3,5,24,0,pass
2,90,1,07:49,LA,1st & 5 HOU 05,"(Shotgun) C.Kanoff scrambles left end for 5 yards, TOUCHDOWN.",11,71,05:58,6,6,HOU,LA,1,2020020801,1,5,5,1,pass
2,95,1,07:39,LA,,2pt attempt successful. J.Smallwood reception.,11,71,05:58,8,6,HOU,LA,1,2020020801,NA,NA,NA,NA,extra point
2,100,1,07:39,HOU,,"N.Novak kickoff from LA 30, 66 yds to HOU 4. J.Butler to HOU 28 for 66 yards (L.Wiley; R.Tatum)",,,,,,HOU,LA,1,2020020801,NA,NA,NA,NA,kickoff
2,105,1,07:34,HOU,1st & 10 HOU 28,(Shotgun) P.Walker pass incomplete deep left to S.Coates (H.Miller).,,,,,,HOU,LA,1,2020020801,1,10,72,0,pass
2,110,1,07:06,HOU,2nd & 10 HOU 28,(Shotgun) P.Walker pass incomplete deep right to C.Phillips.,,,,,,HOU,LA,1,2020020801,2,10,72,0,pass
2,115,1,06:38,HOU,3rd & 10 HOU 28,(Shotgun) A.Williams rush up the middle to HOU 25 for -3 yards (R.Henderson),,,,,,HOU,LA,1,2020020801,3,10,72,0,run
2,120,1,06:24,HOU,4th & 13 HOU 25,(Punt) A.Rehkow punts recovered by E.Robinson,,,,,,HOU,LA,1,2020020801,4,13,75,0,punt
2,125,1,06:14,HOU,1st & 10 LA 38,(Shotgun) P.Walker pass short right to A.Williams to LA 31 for 7 yards (A.Dixon),,,,,,HOU,LA,1,2020020801,1,10,38,0,pass
2,130,1,05:38,HOU,2nd & 3 LA 31,(Shotgun) P.Walker pass short right to C.Phillips to LA 26 for 5 yards (J.Couplin),,,,,,HOU,LA,1,2020020801,2,3,31,0,pass
2,135,1,05:06,HOU,1st & 10 LA 26,(Shotgun) D.Henderson rush up the middle to LA 32 for -6 yards (A.Dixon),,,,,,HOU,LA,1,2020020801,1,10,26,0,run
2,140,1,04:39,HOU,2nd & 16 LA 32,(Shotgun) P.Walker pass short right to K.Lewis out of bounds at LA 22 for 10 yards (M.Stevens),,,,,,HOU,LA,1,2020020801,2,16,32,0,pass
2,145,1,04:10,HOU,3rd & 6 LA 22,(Shotgun) P.Walker pass incomplete deep left to S.Coates (M.Stevens).,,,,,,HOU,LA,1,2020020801,3,6,22,0,pass
2,150,1,03:29,HOU,4th & 6 LA 22,"(Field Goal) S.Castillo 40 yard field goal is No Good, Missed wide left.",,,,,,HOU,LA,1,2020020801,4,6,22,0,field goal
2,155,1,03:25,LA,1st & 10 LA 30,(Shotgun) C.Kanoff pass short left to N.Spruce out of bounds at LA 37 for 7 yards (E.Robinson),,,,,,HOU,LA,1,2020020801,1,10,70,0,pass
2,160,1,03:05,LA,2nd & 3 LA 37,(Shotgun) C.Kanoff pass short middle to P.Vahe to LA 42 for 5 yards (E.Robinson),,,,,,HOU,LA,1,2020020801,2,3,63,0,pass
2,165,1,02:29,LA,1st & 10 LA 42,"E.Hood rush left guard to LA 41 for -1 yards (B.Brown, T.Schwab)",,,,,,HOU,LA,1,2020020801,1,10,58,0,run
2,170,1,01:49,LA,2nd & 11 LA 41,C.Kanoff scrambles left end out of bounds at LA 44 for 3 yards (E.Robinson),,,,,,HOU,LA,1,2020020801,2,11,59,0,pass
2,175,1,01:21,LA,3rd & 8 LA 44,(Shotgun) C.Kanoff pass incomplete short right to S.Blacknall.,,,,,,HOU,LA,1,2020020801,3,8,56,0,pass
2,180,1,00:53,LA,4th & 8 LA 44,(Punt) S.Tripucka punts for 36 yards to HOU 20. Fair Catch by S.Mobley.,,,,,,HOU,LA,1,2020020801,4,8,56,0,punt
2,185,1,00:46,HOU,1st & 10 HOU 20,(Shotgun) P.Walker pass short left to N.Holley to HOU 26 for 6 yards (M.Stevens),,,,,,HOU,LA,1,2020020801,1,10,80,0,pass
2,190,1,00:16,HOU,2nd & 4 HOU 26,(Shotgun) P.Walker pass incomplete short right to N.Holley (L.Brady).,,,,,,HOU,LA,1,2020020801,2,4,74,0,pass
2,195,2,15:00,HOU,3rd & 4 HOU 26,(Shotgun) P.Walker pass incomplete deep left to S.Coates (H.Miller).,,,,,,HOU,LA,1,2020020801,3,4,74,0,pass
2,200,2,14:32,HOU,4th & 4 HOU 26,"(Punt) A.Rehkow punts, 39 yds to LA 35. L.Whitfield out of bounds at LA 40 for 39 yards (C.Brown)",,,,,,HOU,LA,1,2020020801,4,4,74,0,punt
2,205,2,14:23,LA,1st & 10 LA 40,(Shotgun) E.Hood rush left guard to LA 43 for 3 yards (D.Gates; K.Burnett),,,,,,HOU,LA,1,2020020801,1,10,60,0,run
2,210,2,13:49,LA,2nd & 7 LA 43,(Shotgun) C.Kanoff pass short left to N.Spruce to HOU 49 for 8 yards (A.Harris),,,,,,HOU,LA,1,2020020801,2,7,57,0,pass
2,215,2,13:16,LA,1st & 10 HOU 49,(Shotgun) C.Kanoff pass short middle intended for L.Rose INTERCEPTED by K.Burnett at LA 45 (J.Maxey). K.Burnett to LA 45 for -6 yards (E.Hood),,,,,,HOU,LA,1,2020020801,1,10,49,0,pass
2,220,2,13:01,HOU,1st & 10 LA 45,(Shotgun) P.Walker pass short right to J.Butler out of bounds at LA 41 for 4 yards (T.Williams),,,,,,HOU,LA,1,2020020801,1,10,45,0,pass
2,225,2,12:39,HOU,2nd & 6 LA 41,(Shotgun) P.Walker pass incomplete short left to S.Coates (H.Miller).,,,,,,HOU,LA,1,2020020801,2,6,41,0,pass
2,230,2,12:12,HOU,3rd & 6 LA 41,(Shotgun) P.Walker pass incomplete short right to C.Phillips.,,,,,,HOU,LA,1,2020020801,3,6,41,0,pass
2,235,2,11:51,HOU,4th & 6 LA 41,(Shotgun) P.Walker pass incomplete deep left to S.Coates (A.Dixon).,,,,,,HOU,LA,1,2020020801,4,6,41,0,pass
2,240,2,11:39,LA,1st & 10 LA 41,C.Kanoff pass short middle to N.Spruce to HOU 41 for 18 yards (D.Nichols),,,,,,HOU,LA,1,2020020801,1,10,59,0,pass
2,245,2,11:12,LA,1st & 10 HOU 41,E.Hood rush up the middle to HOU 36 for 5 yards (D.Nichols),,,,,,HOU,LA,1,2020020801,1,10,41,0,run
2,250,2,10:42,LA,2nd & 5 HOU 36,(Shotgun) C.Kanoff pass short left to N.Spruce to HOU 21 for 15 yards (E.Robinson),,,,,,HOU,LA,1,2020020801,2,5,36,0,pass
2,255,2,10:06,LA,1st & 10 HOU 21,(Shotgun) C.Kanoff pass short left to L.Whitfield out of bounds at HOU 16 for 5 yards,,,,,,HOU,LA,1,2020020801,1,10,21,0,pass
2,260,2,09:46,LA,2nd & 5 HOU 16,(Shotgun) C.Kanoff pass short left to L.Whitfield out of bounds at HOU 11 for 5 yards (M.Huff),,,,,,HOU,LA,1,2020020801,2,5,16,0,pass
2,265,2,09:26,LA,1st & 10 HOU 11,"(Shotgun) C.Kanoff pass short left to J.Smallwood for 11 yards, TOUCHDOWN.",6,59,02:18,14,6,HOU,LA,1,2020020801,1,10,11,0,pass
2,270,2,09:21,LA,,2pt attempt unsuccessful.,,,,,,HOU,LA,1,2020020801,NA,NA,NA,NA,extra point
2,275,2,09:21,HOU,,"N.Novak kickoff from LA 30, 62 yds to HOU 8. J.Butler to HOU 27 for 62 yards (M.Diggs)",,,,,,HOU,LA,1,2020020801,NA,NA,NA,NA,kickoff
2,280,2,09:17,HOU,1st & 10 HOU 27,(Shotgun) P.Walker pass short left to K.Lewis out of bounds at HOU 32 for 5 yards (M.Stevens),,,,,,HOU,LA,1,2020020801,1,10,73,0,pass
2,285,2,08:47,HOU,2nd & 5 HOU 32,(Shotgun) P.Walker pass short left to S.Coates to LA 45 for 23 yards (A.Dixon),,,,,,HOU,LA,1,2020020801,2,5,68,0,pass
2,290,2,08:03,HOU,1st & 10 LA 45,(Shotgun) P.Walker pass incomplete short right to K.Lewis (S.Oakman).,,,,,,HOU,LA,1,2020020801,1,10,45,0,pass
2,295,2,07:39,HOU,2nd & 10 LA 45,(Shotgun) P.Walker pass incomplete deep right to C.Phillips.,,,,,,HOU,LA,1,2020020801,2,10,45,0,pass
2,300,2,07:33,HOU,,"PENALTY on LA. Pass interference, 29 yards, enforced to LA 16.",,,,,,HOU,LA,1,2020020801,NA,NA,NA,NA,no play
2,305,2,07:22,HOU,1st & 10 LA 16,"(Shotgun) P.Walker pass short right to J.Butler for 16 yards, TOUCHDOWN.",5,73,02:06,14,12,HOU,LA,1,2020020801,1,10,16,0,pass
2,310,2,07:15,HOU,,2pt attempt unsuccessful.,,,,,,HOU,LA,1,2020020801,NA,NA,NA,NA,extra point
2,315,2,07:15,LA,,"S.Castillo kickoff from HOU 30, 62 yds to LA 8. L.Whitfield to LA 28 for 62 yards (J.Butler)",,,,,,HOU,LA,1,2020020801,NA,NA,NA,NA,kickoff
2,320,2,07:10,LA,1st & 10 LA 28,E.Hood rush right end to LA 32 for 4 yards (K.Ealy),,,,,,HOU,LA,1,2020020801,1,10,72,0,run
2,325,2,06:39,LA,2nd & 6 LA 32,(Shotgun) E.Hood rush left end out of bounds at LA 39 for 7 yards (M.Huff; S.Smith),,,,,,HOU,LA,1,2020020801,2,6,68,0,run
2,330,2,06:07,LA,1st & 10 LA 39,L.Rose rush right end to LA 45 for 6 yards (C.Brown),,,,,,HOU,LA,1,2020020801,1,10,61,0,run
2,335,2,05:40,LA,2nd & 4 LA 45,L.Rose rush right tackle to midfield for 5 yards (J.Johnson),,,,,,HOU,LA,1,2020020801,2,4,55,0,run
2,340,2,05:06,LA,1st & 10 50,(Shotgun) C.Kanoff sacked at LA 48 for -2 yards (K.Ealy; C.Crawford),,,,,,HOU,LA,1,2020020801,1,10,50,0,pass
2,345,2,04:27,LA,2nd & 12 LA 48,(Shotgun) C.Kanoff pass incomplete deep left to S.Blacknall.,,,,,,HOU,LA,1,2020020801,2,12,52,0,pass
2,350,2,04:01,LA,3rd & 12 LA 48,(Shotgun) C.Kanoff pass short left to J.Smallwood to HOU 46 for 6 yards (S.Smith),,,,,,HOU,LA,1,2020020801,3,12,52,0,pass
2,355,2,03:22,LA,4th & 6 HOU 46,(Shotgun) C.Kanoff pass short left to N.Spruce out of bounds at HOU 36 for 10 yards (S.Smith),,,,,,HOU,LA,1,2020020801,4,6,46,0,pass
2,360,2,03:01,LA,1st & 10 HOU 36,(Shotgun) C.Kanoff pass incomplete deep left to J.Smallwood.,,,,,,HOU,LA,1,2020020801,1,10,36,0,pass
2,365,2,02:56,LA,,"PENALTY on HOU. Illegal contact, 5 yards, enforced to HOU 31.",,,,,,HOU,LA,1,2020020801,NA,NA,NA,NA,no play
2,370,2,02:47,LA,1st & 10 HOU 31,(Shotgun) C.Kanoff pass short left to L.Whitfield to HOU 11 for 20 yards (M.Huff),,,,,,HOU,LA,1,2020020801,1,10,31,0,pass
2,375,2,02:17,LA,1st & 10 HOU 11,L.Rose rush up the middle to HOU 8 for 3 yards (D.Gates),,,,,,HOU,LA,1,2020020801,1,10,11,0,run
2,380,2,02:00,LA,2nd & 7 HOU 08,(Shotgun) L.Whitfield rush right end to HOU 17 for -9 yards (K.Ealy),,,,,,HOU,LA,1,2020020801,2,7,8,0,run
2,385,2,01:35,LA,3rd & 16 HOU 17,C.Kanoff pass incomplete deep left to J.Smallwood (C.Brown).,,,,,,HOU,LA,1,2020020801,3,16,17,0,pass
2,390,2,01:30,LA,4th & 16 HOU 17,(Field Goal) N.Novak 35 yds field goal IS GOOD.,14,55,05:49,17,12,HOU,LA,1,2020020801,4,16,17,0,field goal
2,395,2,01:26,HOU,,N.Novak kickoff from LA 30 62 yds to HOU 8. J.Butler MUFFS catch. J.Butler recovers at HOU 23 out of bounds at LA 39 for 62 yards (A.Springs),,,,,,HOU,LA,1,2020020801,NA,NA,NA,NA,kickoff
2,400,2,01:16,HOU,1st & 10 LA 39,(Shotgun) P.Walker pass incomplete deep middle to S.Mobley (H.Miller).,,,,,,HOU,LA,1,2020020801,1,10,39,0,pass
2,405,2,01:10,HOU,2nd & 10 LA 39,"(Shotgun) P.Walker pass deep left to S.Mobley for 39 yards, TOUCHDOWN.",2,39,00:23,17,18,HOU,LA,1,2020020801,2,10,39,0,pass
2,410,2,01:03,HOU,,2pt attempt unsuccessful.,,,,,,HOU,LA,1,2020020801,NA,NA,NA,NA,extra point
2,415,2,01:03,LA,,"S.Castillo kickoff from HOU 30 for 15 yards. Out of bounds at LA 6. PENALTY on HOU. Illegal procedure, 49 yards, enforced to HOU 45.",,,,,,HOU,LA,1,2020020801,NA,NA,NA,NA,kickoff
2,420,2,00:56,LA,1st & 10 HOU 45,(Shotgun) C.Kanoff pass deep middle to B.Barnes to HOU 18 for 27 yards (C.Brown),,,,,,HOU,LA,1,2020020801,1,10,45,0,pass
2,425,2,00:42,LA,1st & 10 HOU 18,(Shotgun) C.Kanoff pass incomplete short middle to N.Spruce.,,,,,,HOU,LA,1,2020020801,1,10,18,0,pass
2,430,2,00:40,LA,2nd & 10 HOU 18,(Shotgun) C.Kanoff pass incomplete short left to A.Jennings.,,,,,,HOU,LA,1,2020020801,2,10,18,0,pass
2,435,2,00:37,LA,3rd & 10 HOU 18,(Shotgun) C.Kanoff pass short right to N.Spruce to HOU 11 for 7 yards (D.Nichols),,,,,,HOU,LA,1,2020020801,3,10,18,0,pass
2,440,2,00:11,LA,,"PENALTY on LA. Delayof game, 5 yards, enforced to HOU 16.",,,,,,HOU,LA,1,2020020801,NA,NA,NA,NA,no play
2,445,3,14:59,LA,,"S.Castillo kickoff from HOU 30, 64 yds to LA 6. L.Whitfield to LA 22 for 64 yards (D.Lewis; T.Schwab)",,,,,,HOU,LA,1,2020020801,NA,NA,NA,NA,kickoff
2,450,3,14:55,LA,1st & 10 LA 22,(Shotgun) E.Hood rush up the middle to LA 26 for 4 yards (B.Brown),,,,,,HOU,LA,1,2020020801,1,10,78,0,run
2,455,3,14:23,LA,2nd & 6 LA 26,"(Shotgun) E.Hood rush up the middle to LA 33 for 7 yards (C.Brown; M.Huff) PENALTY on LA. Holding, 10 yards, enforced to LA 16.",,,,,,HOU,LA,1,2020020801,2,6,74,0,run
2,460,3,13:52,LA,2nd & 16 LA 16,(Shotgun) C.Kanoff pass incomplete deep left to J.Smallwood (A.Harris).,,,,,,HOU,LA,1,2020020801,2,16,84,0,pass
2,465,3,13:36,LA,3rd & 16 LA 16,(Shotgun) C.Kanoff sacked at LA 9 for -7 yards (L.Lewis),,,,,,HOU,LA,1,2020020801,3,16,84,0,pass
2,470,3,12:57,LA,4th & 23 LA 09,"(Punt) S.Tripucka punts, 39 yds to LA 48. S.Mobley to LA 48 for 39 yards (J.Tocho; Q.Gause)",,,,,,HOU,LA,1,2020020801,4,23,91,0,punt
2,475,3,12:46,HOU,1st & 10 LA 48,(Shotgun) J.Butler rush right guard to LA 46 for 2 yards (T.Williams),,,,,,HOU,LA,1,2020020801,1,10,48,0,run
2,480,3,12:12,HOU,2nd & 8 LA 46,(Shotgun) P.Walker scrambles left guard to LA 33 for 13 yards (J.Tocho),,,,,,HOU,LA,1,2020020801,2,8,46,0,pass
2,485,3,11:33,HOU,1st & 10 LA 33,(Shotgun) J.Butler rush left tackle to LA 32 for 1 yards (T.Williams),,,,,,HOU,LA,1,2020020801,1,10,33,0,run
2,490,3,10:54,HOU,2nd & 9 LA 32,(Shotgun) P.Walker pass incomplete deep right to C.Phillips.,,,,,,HOU,LA,1,2020020801,2,9,32,0,pass
2,495,3,10:24,HOU,3rd & 9 LA 32,(Shotgun) P.Walker pass deep middle to N.Holley to LA 3 for 29 yards (M.Stevens; A.Dixon),,,,,,HOU,LA,1,2020020801,3,9,32,0,pass
2,500,3,09:38,HOU,1st & 3 LA 03,(Shotgun) J.Butler rush left guard to LA 4 for -1 yards (T.Sanders),,,,,,HOU,LA,1,2020020801,1,3,3,1,run
2,505,3,09:04,HOU,2nd & 4 LA 04,"(Shotgun) P.Walker pass short right to K.Lewis for 4 yards, TOUCHDOWN.",7,48,03:46,17,24,HOU,LA,1,2020020801,2,4,4,1,pass
2,510,3,09:00,HOU,,(Shotgun) P.Walker pass incomplete short middle to N.Holley (T.Williams).,,,,,,HOU,LA,1,2020020801,NA,NA,NA,NA,pass
2,515,3,09:00,HOU,,2pt attempt successful. P.Walker rush.,7,48,03:46,17,26,HOU,LA,1,2020020801,NA,NA,NA,NA,run
2,520,3,09:00,LA,,"S.Castillo kickoff from HOU 30, 66 yds to LA 4. L.Whitfield to LA 32 for 66 yards (C.Brown)",,,,,,HOU,LA,1,2020020801,NA,NA,NA,NA,kickoff
2,525,3,08:50,LA,1st & 10 LA 32,(Shotgun) D.Harris rush right guard to LA 36 for 4 yards (B.Brown),,,,,,HOU,LA,1,2020020801,1,10,68,0,run
2,530,3,08:22,LA,2nd & 6 LA 36,(Shotgun) C.Kanoff pass short middle to N.Spruce to LA 42 for 6 yards (D.Nichols),,,,,,HOU,LA,1,2020020801,2,6,64,0,pass
2,535,3,07:48,LA,1st & 10 LA 42,(Shotgun) C.Kanoff pass short left to A.Jennings to HOU 48 for 10 yards (A.Harris),,,,,,HOU,LA,1,2020020801,1,10,58,0,pass
2,540,3,07:02,LA,1st & 10 HOU 48,(Shotgun) C.Kanoff pass incomplete short middle to N.Spruce.,,,,,,HOU,LA,1,2020020801,1,10,48,0,pass
2,545,3,06:33,LA,,"PENALTY on LA. False start, 5 yards, enforced to LA 47.",,,,,,HOU,LA,1,2020020801,NA,NA,NA,NA,no play
2,550,3,06:26,LA,1st & 15 LA 47,C.Kanoff pass incomplete short right to D.Harris.,,,,,,HOU,LA,1,2020020801,1,15,53,0,pass
2,555,3,05:58,LA,2nd & 15 LA 47,(Shotgun) C.Kanoff pass short left to B.Barnes to HOU 49 for 4 yards (D.Gates),,,,,,HOU,LA,1,2020020801,2,15,53,0,pass
2,560,3,05:10,LA,3rd & 11 HOU 49,(Shotgun) C.Kanoff pass short left to J.Smallwood to HOU 38 for 11 yards (A.Harris),,,,,,HOU,LA,1,2020020801,3,11,49,0,pass
2,565,3,04:50,LA,1st & 10 HOU 38,(Shotgun) D.Harris rush right guard to HOU 36 for 2 yards (D.Lewis; C.Crawford),,,,,,HOU,LA,1,2020020801,1,10,38,0,run
2,570,3,04:18,LA,2nd & 8 HOU 36,(Shotgun) C.Kanoff pass incomplete deep right to S.Blacknall.,,,,,,HOU,LA,1,2020020801,2,8,36,0,pass
2,575,3,03:47,LA,3rd & 8 HOU 36,(Shotgun) C.Kanoff pass incomplete short left to S.Blacknall (G.Wright).,,,,,,HOU,LA,1,2020020801,3,8,36,0,pass
2,580,3,03:37,LA,4th & 8 HOU 36,(Shotgun) C.Kanoff pass incomplete deep right to J.Smallwood (D.Nichols).,,,,,,HOU,LA,1,2020020801,4,8,36,0,pass
2,585,3,03:27,HOU,1st & 10 HOU 36,(Shotgun) J.Butler rush up the middle to HOU 43 for 7 yards (J.Couplin),,,,,,HOU,LA,1,2020020801,1,10,64,0,run
2,590,3,02:56,HOU,2nd & 3 HOU 43,(Shotgun) P.Walker rush right tackle to HOU 49 for 6 yards (B.Roberts; W.Mays),,,,,,HOU,LA,1,2020020801,2,3,57,0,run
2,595,3,02:18,HOU,1st & 10 HOU 49,(Shotgun) P.Walker pass short right to N.Holley to LA 44 for 7 yards (W.Smith),,,,,,HOU,LA,1,2020020801,1,10,51,0,pass
2,600,3,01:46,HOU,2nd & 3 LA 44,(Shotgun) P.Walker pass short left to R.Malone to LA 40 for 4 yards (W.Smith),,,,,,HOU,LA,1,2020020801,2,3,44,0,pass
